STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,n21020,a21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
50,VT,05260,3,40,20,40,0,40,90,40,0,0,0,0,0,0,20,2852,40,2900,60,4739,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1240,5508,0,0,40,314,0,0,30,176,0,0,40,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1932,40,274,0,0,0,0,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,347,0,0,0,0,0,0,0,0,0,0,40,250,40,268,0,0,0,0,0,0,50,155
50,VT,05260,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05260,5,20,0,0,0,0,60,0,0,0,0,0,0,0,0,4881,20,4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3710,20,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,893,0,0,0,0,0,0,0,0,0,0,20,723,20,839,0,0,0,0,0,0,0,0
50,VT,05260,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05261,1,460,290,90,80,180,700,210,40,0,40,0,20,80,140,5682,460,5800,310,3914,80,27,40,70,40,46,0,0,80,664,30,-7,40,235,80,596,0,30,87,30,59,0,0,90,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,400,320,20,96,0,0,0,0,0,0,0,0,20,84,0,0,0,0,0,0,0,0,0,0,30,33,0,0,0,0,180,1099,180,122,0,0,30,17,50,13,0,0,20,9,0,0,20,3,0,0,0,0,70,107,20,86,30,106,0,0,390,1018,170,424,140,367,90,115,0,0,20,7,150,109,210,222,0,0,0,0,40,38,360,816
50,VT,05261,2,330,180,90,70,170,600,170,0,0,0,0,0,60,80,11905,330,12120,300,9923,80,68,40,90,40,49,40,15,40,414,30,90,30,225,50,685,0,20,103,60,326,0,0,70,215,0,0,0,0,30,124,20,86,50,52,0,0,0,0,40,514,1631,0,0,50,64,0,0,60,188,0,0,40,181,40,229,0,0,0,0,0,0,0,0,0,0,30,168,0,0,330,6425,320,795,0,0,0,0,140,117,30,0,0,0,0,0,70,15,100,81,20,5,50,125,30,86,40,113,30,19,330,1479,80,148,60,123,50,66,30,30,0,0,270,678,280,792,0,0,0,0,40,52,290,734
50,VT,05261,3,150,40,90,0,70,310,70,0,0,0,0,0,30,50,8983,150,9124,130,6880,50,28,30,52,30,33,20,10,20,156,20,10,30,378,40,745,0,30,121,40,615,0,0,50,141,20,6,0,0,0,0,0,0,20,22,0,0,0,0,30,482,2025,20,153,30,87,0,0,30,97,0,0,30,187,30,131,0,0,0,0,0,0,0,0,20,28,0,0,0,0,150,5974,150,822,0,0,0,0,50,77,0,0,20,11,40,44,0,0,30,52,0,0,0,0,0,0,0,0,0,0,150,1038,0,0,0,0,0,0,0,0,0,0,140,745,140,796,0,0,0,0,30,40,120,266
50,VT,05261,4,110,30,90,0,70,260,50,0,0,0,0,0,0,50,9629,110,9730,100,7186,50,24,30,63,30,43,30,20,30,342,20,135,40,1156,30,766,0,0,0,40,740,40,1205,40,101,0,0,0,0,0,0,0,0,30,44,0,0,0,0,50,752,3909,0,0,40,173,0,0,40,188,0,0,50,362,40,200,0,0,0,0,0,0,0,0,30,47,30,225,0,0,110,6990,110,989,0,0,0,0,40,46,0,0,0,0,0,0,0,0,30,48,0,0,20,64,0,0,0,0,0,0,110,1201,0,0,0,0,0,0,0,0,0,0,110,943,110,995,0,0,0,0,20,56,80,252
50,VT,05261,5,110,0,90,0,70,250,60,0,0,0,0,0,0,40,16251,110,16400,90,11105,60,46,50,507,50,435,50,44,0,0,40,718,0,0,30,713,0,0,0,40,718,0,0,40,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1859,13171,0,0,80,711,0,0,80,400,0,0,80,1113,70,373,0,0,0,0,0,0,0,0,60,136,0,0,0,0,110,13092,110,2491,0,0,0,0,40,49,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2585,0,0,0,0,0,0,0,0,0,0,110,2441,110,2515,0,0,0,0,40,178,60,223
50,VT,05261,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05262,1,420,280,90,40,180,560,120,40,0,40,0,0,40,140,4838,420,4984,270,3169,110,50,80,123,80,78,0,0,80,506,50,39,60,282,90,634,0,0,0,0,0,20,18,100,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,475,406,0,0,0,0,0,0,20,72,0,0,30,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,994,160,106,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,70,98,30,147,30,139,0,0,360,698,130,255,100,211,60,63,20,19,20,20,130,93,190,196,0,0,0,0,50,49,300,528
50,VT,05262,2,290,160,80,40,120,480,110,0,0,0,0,0,40,90,10385,290,10565,250,7978,70,45,50,80,50,60,20,8,40,450,30,111,40,479,60,847,0,50,190,90,495,0,0,80,180,20,6,0,0,0,0,40,181,60,50,0,0,0,0,40,514,1341,50,278,50,52,0,0,30,141,30,21,40,195,50,269,0,0,0,0,20,18,0,0,40,54,0,0,0,0,280,5785,280,726,0,0,50,42,100,81,0,0,0,0,30,28,80,18,70,60,0,0,30,66,40,123,40,161,30,20,280,1210,50,87,40,64,40,48,0,0,0,0,250,645,260,730,0,0,0,0,50,83,230,559
50,VT,05262,3,180,60,100,20,100,400,120,0,0,0,0,0,30,70,11319,180,11581,140,7843,80,26,50,223,50,177,40,24,40,776,40,299,30,462,50,1087,0,0,0,60,922,30,138,70,262,0,0,0,0,40,246,0,0,40,47,0,0,0,0,60,963,3827,0,0,50,147,0,0,60,204,0,0,60,366,50,294,0,0,0,0,0,0,0,0,40,106,40,208,0,0,180,7382,180,1003,0,0,0,0,90,111,50,3,0,0,0,0,0,0,50,80,30,26,40,116,0,0,0,0,0,0,170,1342,0,0,0,0,0,0,0,0,0,0,170,893,180,1019,0,0,0,0,50,154,130,464
50,VT,05262,4,120,30,100,0,60,300,80,0,0,0,0,0,0,50,10437,120,10638,110,7442,70,45,50,260,50,124,30,22,30,550,40,210,20,404,40,1049,0,0,0,30,729,0,0,50,201,0,0,0,0,0,0,0,0,30,43,0,0,0,0,60,1146,5115,20,141,60,209,0,0,50,266,0,0,60,504,50,330,0,0,0,0,0,0,0,0,50,104,0,0,0,0,120,7299,120,1010,0,0,0,0,60,86,0,0,40,25,30,45,0,0,40,58,0,0,20,81,0,0,0,0,0,0,120,1268,0,0,0,0,0,0,20,24,0,0,120,924,120,1011,0,0,0,0,40,97,80,317
50,VT,05262,5,150,0,130,0,90,370,90,0,0,0,0,0,0,70,19447,150,20024,130,13016,90,121,70,395,60,344,60,56,60,1603,50,504,40,1131,60,2131,0,0,0,50,1330,40,1323,90,577,20,6,0,0,0,0,0,0,20,30,0,0,0,0,110,2597,15053,0,0,110,677,0,0,110,651,0,0,110,1353,90,624,0,0,0,0,0,0,0,0,90,352,30,220,0,0,150,14872,150,2472,0,0,0,0,90,108,40,8,0,0,0,0,0,0,20,29,0,0,50,286,0,0,0,0,0,0,150,2856,0,0,0,0,0,0,0,0,0,0,150,2373,150,2613,0,0,0,0,60,388,90,347
50,VT,05262,6,50,0,50,0,40,120,30,0,0,0,0,0,0,20,15010,50,15010,40,9601,40,220,30,871,30,497,20,68,0,0,30,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2112,15010,0,0,50,1000,0,0,50,431,0,0,50,1434,30,307,0,0,0,0,0,0,0,0,40,138,0,0,0,0,50,12490,50,2882,30,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3151,0,0,0,0,0,0,0,0,0,0,50,2863,50,2994,0,0,0,0,0,0,20,184
50,VT,05301,1,2990,2260,340,350,1050,3690,790,220,110,110,80,50,440,760,36492,2990,37500,2260,27118,580,407,440,1053,400,757,70,27,500,3503,340,388,260,1562,360,2551,40,100,358,140,284,50,152,650,1008,0,0,20,103,70,155,50,183,200,167,30,90,0,0,170,2519,2514,110,1130,90,83,60,20,130,504,0,0,170,637,70,343,0,0,0,0,0,0,0,0,110,150,70,230,0,0,1370,8765,1340,922,0,0,70,25,330,91,50,1,0,0,50,31,150,25,90,28,0,0,430,582,180,619,180,604,80,46,2640,5144,990,1802,790,1562,390,415,70,66,90,67,1180,830,1510,1507,0,0,0,0,330,285,2370,3835
50,VT,05301,2,2000,1240,410,300,800,3230,830,110,50,50,0,50,330,480,71766,2000,73380,1750,57442,520,389,330,1075,310,754,140,83,310,4317,270,893,230,2165,270,3454,0,90,404,340,2255,60,390,630,1614,60,14,0,0,100,292,100,415,300,325,30,53,0,0,290,4116,11167,110,799,250,402,30,16,260,994,30,16,290,1443,180,921,0,0,20,1,30,40,20,4,180,365,70,492,0,0,1950,40679,1920,5057,0,0,140,103,720,542,100,4,100,50,100,120,290,64,320,288,40,12,260,675,200,657,210,706,110,65,1950,8668,360,726,270,589,240,318,70,63,70,89,1680,4515,1750,5284,0,0,0,0,330,473,1610,3738
50,VT,05301,3,1030,440,470,110,520,2020,520,0,0,0,0,0,110,360,63048,1030,64415,890,46194,430,366,290,1496,280,1198,200,114,230,3442,250,1191,160,1759,210,4614,30,50,284,240,3625,60,720,420,1367,50,14,30,199,60,289,70,319,190,234,0,0,0,0,350,5940,21553,90,1210,320,780,40,38,320,1532,30,6,340,2374,240,1341,0,0,0,0,40,49,0,0,240,491,80,409,0,0,1020,42143,1010,5819,0,0,50,79,420,520,100,8,60,29,70,92,80,17,210,335,40,30,200,595,50,205,60,262,30,38,1010,7351,0,0,0,0,30,40,40,43,0,0,980,5299,1000,5948,0,0,0,0,250,608,730,1887
50,VT,05301,4,580,130,420,20,340,1300,300,0,0,0,0,0,60,250,50001,580,51120,490,33910,310,360,240,1424,230,1201,160,145,150,2686,210,1310,120,2081,160,4138,0,40,231,190,3691,60,1051,250,1119,50,12,0,0,40,231,40,251,100,111,0,0,0,0,290,5885,25441,70,944,280,989,0,0,270,1615,20,8,290,2634,220,1217,0,0,0,0,50,55,0,0,220,585,70,420,0,0,580,35437,570,5010,0,0,30,78,260,336,100,18,40,20,50,65,0,0,130,196,30,14,120,444,0,0,30,95,0,0,570,5832,0,0,0,0,0,0,30,35,0,0,570,4674,570,5139,0,0,0,0,180,575,360,1163
50,VT,05301,5,720,140,580,30,440,1780,480,0,0,0,0,0,30,310,95015,720,97550,620,61557,440,696,350,3310,330,2586,280,289,200,6217,310,3270,180,4542,210,7603,0,0,0,210,4955,110,3550,360,2535,60,18,30,449,80,707,60,401,110,138,30,50,40,379,560,14004,75659,70,1215,560,3600,0,0,540,3892,70,49,560,7559,420,2750,40,117,40,7,0,0,30,50,470,1641,130,986,0,0,720,71992,720,12091,30,62,0,0,370,461,180,29,80,41,60,93,0,0,140,176,50,71,180,977,0,0,0,0,0,0,710,13548,0,0,0,0,0,0,60,57,0,0,720,11630,720,12739,0,0,0,0,240,1498,430,1903
50,VT,05301,6,190,0,160,0,150,490,130,0,0,0,0,0,0,110,68951,190,71029,140,28224,150,780,130,5740,130,4734,70,287,70,4282,130,9533,50,4022,60,3281,0,0,0,70,1973,70,10937,90,2078,0,0,30,773,40,405,0,0,0,0,0,0,0,0,190,11449,67213,0,0,180,4576,0,0,180,2078,0,0,190,6731,120,1130,0,0,0,0,0,0,0,0,170,2627,40,753,0,0,190,55940,190,13675,120,1048,0,0,90,227,70,63,0,0,0,0,0,0,0,0,0,0,60,642,0,0,0,0,0,0,190,14581,0,0,0,0,0,0,0,0,0,0,190,13319,190,14627,70,70,110,450,90,1849,60,710
50,VT,05340,1,150,110,50,0,90,170,30,0,0,0,0,0,30,40,1488,150,1570,110,989,50,15,40,81,40,78,0,0,40,211,30,19,20,116,0,0,0,0,0,0,0,0,0,40,82,0,0,0,0,0,0,0,0,20,15,0,0,0,0,20,387,244,20,125,30,40,0,0,0,0,0,0,20,115,30,188,0,0,0,0,0,0,0,0,30,41,0,0,0,0,60,299,50,31,0,0,20,18,0,0,0,0,0,0,0,0,20,5,0,0,0,0,30,41,0,0,0,0,0,0,120,187,40,69,20,39,30,28,0,0,0,0,50,28,70,72,0,0,0,0,0,0,110,130
50,VT,05340,2,100,80,0,30,60,150,30,0,0,0,0,0,0,20,3540,100,3721,80,2377,30,14,40,116,30,70,0,0,30,445,30,166,0,0,40,851,0,40,149,0,0,50,382,40,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,455,949,0,0,0,0,0,0,40,178,0,0,30,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1961,90,228,0,0,0,0,50,34,30,0,0,0,0,0,0,0,0,0,0,0,30,74,40,207,40,198,0,0,90,402,0,0,0,0,0,0,0,0,0,0,70,196,90,276,0,0,0,0,50,69,70,135
50,VT,05340,3,50,0,30,0,40,130,50,0,0,0,0,0,0,40,3400,50,3712,40,1916,30,39,30,142,50,235,40,23,30,560,40,135,30,394,0,0,0,0,0,40,540,0,0,50,312,0,0,0,0,40,286,0,0,0,0,0,0,0,0,20,556,1483,20,223,20,54,0,0,20,164,0,0,20,221,30,246,0,0,0,0,0,0,0,0,30,64,0,0,0,0,50,2013,50,264,0,0,0,0,30,41,0,0,0,0,0,0,0,0,40,51,0,0,30,109,0,0,0,0,0,0,50,358,0,0,0,0,0,0,0,0,0,0,50,223,50,319,0,0,0,0,30,84,30,82
50,VT,05340,4,40,30,20,0,30,90,30,0,0,0,0,0,0,0,3174,40,3174,30,1726,20,16,20,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,526,2046,0,0,20,78,0,0,20,141,0,0,20,225,0,0,0,0,0,0,0,0,0,0,0,0,40,316,0,0,40,2123,40,305,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,383,0,0,0,0,0,0,0,0,0,0,40,277,40,311,0,0,0,0,0,0,20,82
50,VT,05340,5,50,0,30,0,40,120,30,0,0,0,0,0,0,50,7095,50,7560,40,2793,30,78,40,420,40,341,40,109,30,926,30,569,30,1318,20,1177,0,0,0,30,806,40,1415,40,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1187,6118,0,0,40,262,0,0,40,312,0,0,40,580,50,471,0,0,0,0,0,0,0,0,40,72,0,0,0,0,50,5347,50,913,0,0,0,0,40,36,30,19,0,0,0,0,0,0,0,0,0,0,20,188,0,0,0,0,0,0,50,871,0,0,0,0,0,0,0,0,0,0,50,889,50,1071,0,0,0,0,40,430,20,127
50,VT,05340,6,30,0,30,0,30,90,30,0,0,0,0,0,0,0,18036,30,18036,30,5552,30,129,30,1968,20,1150,0,0,0,0,20,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2835,18036,0,0,30,1424,0,0,30,529,0,0,30,1965,0,0,0,0,0,0,0,0,0,0,30,300,0,0,0,0,30,14928,30,3936,30,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4752,0,0,0,0,0,0,0,0,0,0,30,3801,30,4059,0,0,0,0,0,0,0,0
50,VT,05341,1,70,50,30,0,20,80,30,0,0,0,0,0,0,20,808,70,841,40,488,0,0,30,37,20,20,0,0,30,276,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,186,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,46,0,0,0,0,0,0,60,102,30,42,0,0,0,0,0,0,0,0,20,15,40,42,0,0,0,0,0,0,50,62
50,VT,05341,2,40,30,0,0,20,70,0,0,0,0,0,0,0,30,1365,40,1419,30,846,30,10,0,0,0,0,0,0,0,0,0,0,30,397,30,725,0,0,0,40,372,0,0,30,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,670,40,82,0,0,0,0,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,154,0,0,0,0,0,0,0,0,0,0,30,72,30,94,0,0,0,0,40,96,30,76
50,VT,05341,3,30,0,40,0,30,80,30,0,0,0,0,0,0,0,2100,30,2100,50,2585,0,0,30,138,30,115,30,11,20,276,40,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,591,2149,0,0,30,103,0,0,30,123,0,0,30,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1252,30,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,96,0,0,0,0,0,0,30,246,0,0,0,0,0,0,0,0,0,0,30,125,30,152,0,0,0,0,0,0,30,97
50,VT,05341,4,20,0,0,0,0,40,0,0,0,0,0,0,0,20,1957,20,2053,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,201,0,0,0,0,0,0,0,0,40,97,0,0,0,0,20,1453,20,201,0,0,0,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,277,0,0,0,0,0,0,0,0,0,0,20,190,20,248,0,0,0,0,0,0,30,99
50,VT,05341,5,30,0,20,0,20,80,30,0,0,0,0,0,0,0,4493,30,4493,20,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,645,4008,0,0,20,161,0,0,20,145,0,0,20,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3459,30,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,667,0,0,0,0,0,0,0,0,0,0,30,633,30,695,0,0,0,0,0,0,0,0
50,VT,05341,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05342,1,120,80,20,30,50,160,30,0,0,0,0,0,0,50,1423,120,1475,70,850,40,32,30,81,20,42,0,0,40,503,20,-4,0,0,20,141,0,0,0,20,140,0,0,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,292,615,0,0,0,0,0,0,0,0,0,0,20,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,341,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,20,78,0,0,0,0,90,169,40,71,30,45,0,0,0,0,0,0,50,31,70,75,0,0,0,0,40,64,70,115
50,VT,05342,2,100,60,30,0,40,150,20,0,0,0,0,0,30,40,3296,100,3377,80,2379,30,15,20,43,20,31,0,0,0,0,20,23,40,667,30,484,0,30,80,0,0,0,0,30,81,0,0,0,0,0,0,0,0,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1837,90,227,0,0,0,0,40,19,0,0,0,0,0,0,0,0,0,0,0,0,30,80,0,0,30,105,0,0,90,332,0,0,0,0,0,0,0,0,0,0,90,211,90,259,0,0,0,0,0,0,80,110
50,VT,05342,3,60,30,30,0,50,120,30,0,0,0,0,0,0,0,3544,60,3601,50,2725,30,2,0,0,0,0,40,21,20,147,0,0,0,0,0,0,0,0,0,30,540,0,0,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,686,2696,0,0,50,136,0,0,50,229,0,0,40,279,40,260,0,0,0,0,0,0,0,0,30,37,0,0,0,0,60,2349,60,341,0,0,0,0,20,30,0,0,0,0,0,0,0,0,40,59,0,0,0,0,0,0,0,0,0,0,60,398,0,0,0,0,0,0,0,0,0,0,60,311,60,339,0,0,0,0,30,98,60,142
50,VT,05342,4,30,0,20,0,0,70,40,0,0,0,0,0,0,20,2342,30,2450,30,2299,0,0,20,137,20,90,0,0,0,0,20,123,0,0,20,411,0,0,0,0,0,0,0,30,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1567,30,233,0,0,0,0,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,287,0,0,0,0,0,0,0,0,0,0,30,211,30,212,0,0,0,0,0,0,0,0
50,VT,05342,5,40,0,40,0,30,90,0,0,0,0,0,0,0,0,6683,40,6683,30,3377,30,25,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,790,5081,0,0,30,251,0,0,30,218,0,0,30,538,30,126,0,0,0,0,0,0,0,0,30,50,0,0,0,0,40,5227,40,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1028,0,0,0,0,0,0,0,0,0,0,40,974,40,1030,0,0,0,0,0,0,20,116
50,VT,05342,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05343,1,180,130,20,0,90,210,40,0,0,0,0,0,20,50,2067,180,2109,130,1440,40,6,30,31,0,0,0,0,40,250,0,0,20,116,30,363,0,30,106,0,0,20,354,40,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,509,880,0,0,20,20,0,0,20,92,0,0,30,136,0,0,0,0,0,0,0,0,0,0,30,10,20,75,0,0,80,497,80,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,98,0,0,0,0,20,13,150,301,50,85,60,105,30,39,0,0,0,0,70,49,100,98,0,0,0,0,20,23,140,214
50,VT,05343,2,120,70,30,40,60,210,60,0,0,0,0,0,20,40,4256,120,4339,100,3342,30,11,40,238,60,162,0,0,20,304,60,111,30,498,0,0,0,0,0,40,301,0,0,40,83,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2317,110,296,0,0,20,18,50,27,0,0,0,0,0,0,0,0,40,44,0,0,0,0,30,99,40,138,0,0,110,496,20,45,0,0,0,0,0,0,0,0,100,271,100,338,0,0,0,0,30,57,90,214
50,VT,05343,3,60,40,30,0,40,120,40,0,0,0,0,0,0,0,3669,60,3741,50,2829,30,18,0,0,0,0,30,22,30,337,0,0,0,0,20,444,0,0,0,0,0,0,0,30,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,644,2606,0,0,40,104,0,0,40,165,0,0,40,269,40,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2426,60,329,0,0,0,0,30,39,30,2,0,0,0,0,0,0,0,0,0,0,30,57,0,0,0,0,0,0,60,392,0,0,0,0,0,0,0,0,0,0,60,290,60,319,0,0,0,0,40,103,40,116
50,VT,05343,4,40,0,30,0,40,90,40,0,0,0,0,0,0,30,3263,40,3441,30,2148,30,7,30,133,30,110,0,0,0,0,20,123,0,0,0,0,0,0,0,20,545,0,0,30,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,74,0,0,0,0,40,2348,40,333,0,0,0,0,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,375,0,0,0,0,0,0,0,0,0,0,40,306,40,347,0,0,0,0,0,0,40,161
