,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender
6233,13 minutes,3,Powell St BART Station (Market St at 4th St),88,11th St at Bryant St,2666,2,1989,Female
6234,12 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,1417,3,1987,Male
6235,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5481,3,1991,Female
6236,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4820,2,1983,Male
6237,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5328,3,1988,Male
6238,17 minutes,81,Berry St at 4th St,370,Jones St at Post St,5276,2,1980,Male
6239,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,4759,3,1989,Female
6240,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),4659,2,1987,Male
6241,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4924,1,1992,Male
6242,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5282,2,1978,Male
6243,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5284,2,1984,Female
6244,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,2571,3,1994,Male
6245,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3020,2,1992,Female
6246,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,5261,2,1983,Male
6247,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5558,3,1988,Male
6248,14 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,4817,3,1987,Male
6249,14 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,4770,2,1988,Male
6250,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5250,3,1994,Male
6251,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4924,2,1989,Female
6252,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),31,Raymond Kimbell Playground,5344,2,1979,Male
6253,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),5148,3,1984,Male
6254,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),34,Father Alfred E Boeddeker Park,4934,2,1980,Male
6255,11 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5298,3,1995,Male
6256,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,4608,3,1982,Male
6257,10 minutes,16,Steuart St at Market St,91,Berry St at King St,5098,2,1989,Male
6258,15 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,5188,2,1970,Male
6259,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),91,Berry St at King St,4610,2,1982,Male
6260,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,4747,3,1989,Male
6261,5 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,438,3,1977,Female
6262,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5453,2,1989,Male
6263,41 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,4383,2,1990,Male
6264,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),80,Townsend St at 5th St,5570,1,1986,Male
6265,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,5050,1,1996,Male
6266,24 minutes,30,San Francisco Caltrain (Townsend St at 4th St),81,Berry St at 4th St,5522,1,1999,Male
6267,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5529,2,1987,Male
6268,5 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5557,2,1990,Female
6269,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5148,2,1990,Male
6270,4 minutes,81,Berry St at 4th St,91,Berry St at King St,3336,3,1993,Male
6271,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5546,3,1983,Female
6272,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),356,Valencia St at Clinton Park,4960,2,1994,Male
6273,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4659,2,1988,Male
6274,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,5555,1,1990,Female
6275,9 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5481,3,1978,Male
6276,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),144,Precita Park,4877,2,1983,Female
6277,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),138,Jersey St at Church St,5232,3,1970,Male
6278,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),139,Garfield Square (25th St at Harrison St),5356,2,1991,Male
6279,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4610,2,1990,Female
6280,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4931,3,1992,Male
6281,351 minutes,16,Steuart St at Market St,16,Steuart St at Market St,5494,2,1990,Male
6282,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5063,1,1983,Male
6283,350 minutes,16,Steuart St at Market St,16,Steuart St at Market St,4435,1,1990,Male
6284,11 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5460,2,1977,Male
6285,23 minutes,3,Powell St BART Station (Market St at 4th St),118,Eureka Valley Recreation Center,5345,2,1978,Female
6286,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),28,The Embarcadero at Bryant St,6234,1,1991,Female
6287,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4746,2,1996,Male
6288,22 minutes,30,San Francisco Caltrain (Townsend St at 4th St),84,Duboce Park,5497,2,1984,Female
6289,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),34,Father Alfred E Boeddeker Park,5243,1,1983,Female
6290,12 minutes,3,Powell St BART Station (Market St at 4th St),133,Valencia St at 22nd St,4964,3,1995,Male
6291,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,4793,2,1990,Female
6292,14 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1808,1,1996,Female
6293,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),73,Pierce St at Haight St,4959,3,1993,Male
6294,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4770,3,1981,Male
6295,18 minutes,5,Powell St BART Station (Market St at 5th St),105,16th St at Prosper St,5338,2,1993,Male
6296,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5529,2,1989,Male
6297,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),5557,3,1981,Male
6298,10 minutes,16,Steuart St at Market St,369,Hyde St at Post St,4619,2,1988,Male
6299,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),72,Page St at Scott St,5340,3,1972,Male
6300,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),86,Market St at Dolores St,5571,1,1975,Male
6301,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5496,2,1988,Male
6302,9 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,4961,1,1983,Male
6303,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5382,1,1984,Male
6304,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,4821,3,1978,Male
6305,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5411,2,1980,Male
6306,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),129,Harrison St at 20th St,5396,1,1977,Male
6307,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,4809,2,1995,Male
6308,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5240,1,1988,Male
6309,5 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,5318,1,1983,Male
6310,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),356,Valencia St at Clinton Park,4949,2,1980,Male
6311,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,5020,1,1990,Male
6312,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4960,2,1985,Male
6313,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5535,1,1977,Male
6314,13 minutes,3,Powell St BART Station (Market St at 4th St),97,14th St at Mission St,5398,2,1981,Male
6315,12 minutes,3,Powell St BART Station (Market St at 4th St),97,14th St at Mission St,4956,2,1979,Male
6316,12 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),2571,3,1993,Male
6317,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5032,2,1997,Male
6318,6 minutes,3,Powell St BART Station (Market St at 4th St),22,Howard St at Beale St,4970,2,1985,Male
6319,23 minutes,21,Montgomery St BART Station (Market St at 2nd St),137,Jersey St at Castro St,5038,1,1982,Female
6320,19 minutes,5,Powell St BART Station (Market St at 5th St),137,Jersey St at Castro St,5550,2,1970,Male
6321,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,5327,3,1978,Male
6322,11 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,3506,2,1966,Female
6323,10 minutes,22,Howard St at Beale St,60,8th St at Ringold St,5453,1,1992,Male
6324,18 minutes,5,Powell St BART Station (Market St at 5th St),73,Pierce St at Haight St,5527,2,1990,Male
6325,15 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),3711,1,1997,Female
6326,23 minutes,21,Montgomery St BART Station (Market St at 2nd St),132,24th St at Chattanooga St,4798,1,1992,Male
6327,13 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),4964,2,1988,Female
6328,24 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,1303,2,1992,Female
6329,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5282,2,1992,Female
6330,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5417,2,1993,Female
6331,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,4924,3,1988,Male
6332,50 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,5045,1,1981,Male
6333,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,5001,2,1972,Male
6334,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5369,1,1967,Male
6335,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,4811,1,1983,Male
6336,13 minutes,22,Howard St at Beale St,126,Esprit Park,1296,2,1982,Male
6337,7 minutes,81,Berry St at 4th St,321,5th St at Folsom,1079,1,1996,Male
6338,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),380,Masonic Ave at Turk St,5230,3,1991,Male
6339,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5022,2,2000,Male
6340,11 minutes,5,Powell St BART Station (Market St at 5th St),73,Pierce St at Haight St,2086,2,1984,Male
6341,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,3664,2,1965,Male
6342,4 minutes,5,Powell St BART Station (Market St at 5th St),43,San Francisco Public Library (Grove St at Hyde St),2119,3,1988,Male
6343,8 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,3123,1,1958,Male
6344,12 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5243,3,1989,Male
6345,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5218,2,1979,Male
6346,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),141,Valencia St at Cesar Chavez St,4337,2,1980,Female
6347,13 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,4741,1,1985,Male
6348,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5529,3,1991,Male
6349,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),145,29th St at Church St,4450,2,1983,Male
6350,9 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,5027,2,1978,Male
6351,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5546,2,1989,Male
6352,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5245,2,1995,Female
6353,8 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1090,2,1988,Male
6354,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3109,1,1974,Female
6355,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,4832,1,1995,Male
6356,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),79,7th St at Brannan St,5150,2,1987,Male
6357,4 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4959,1,1993,Male
6358,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,5173,2,1970,Male
6359,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5034,2,1987,Male
6360,14 minutes,3,Powell St BART Station (Market St at 4th St),364,China Basin St at 3rd St,1101,2,1990,Female
6361,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1497,1,1986,Male
6362,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,5310,2,1987,Male
6363,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2035,3,1972,Male
6364,7 minutes,5,Powell St BART Station (Market St at 5th St),22,Howard St at Beale St,4659,1,1985,Male
6365,8 minutes,81,Berry St at 4th St,321,5th St at Folsom,1057,3,1994,Male
6366,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,2799,2,1993,Male
6367,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),4821,2,1990,Male
6368,13 minutes,16,Steuart St at Market St,58,Market St at 10th St,4717,2,1998,Male
6369,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),134,Valencia St at 24th St,4553,3,1982,Other
6370,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,4968,1,1980,Male
6371,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1217,1,1987,Male
6372,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4755,2,1990,Female
6373,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5036,2,1988,Female
6374,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,5535,2,1981,Male
6375,10 minutes,22,Howard St at Beale St,62,Victoria Manalo Draves Park,1465,1,1993,Female
6376,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),336,Potrero Ave and Mariposa St,5504,2,1985,Female
6377,7 minutes,22,Howard St at Beale St,343,Bryant St at 2nd St,2692,2,1992,Male
6378,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5398,2,1960,Male
6379,6 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3676,1,1992,Male
6380,10 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,5458,2,1990,Male
6381,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3364,3,1978,Male
6382,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5539,2,1984,Male
6383,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4924,2,1985,Male
6384,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5204,2,1988,Female
6385,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),147,29th St at Tiffany Ave,5424,3,1989,Male
6386,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5546,3,1984,Male
6387,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4964,2,1991,Male
6388,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4877,2,1993,Female
6389,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5098,2,1983,Male
6390,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4336,2,1989,Female
6391,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5240,2,1985,Female
6392,6 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4747,3,1967,Male
6393,9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1116,1,1994,Male
6394,3 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,4834,3,1981,Male
6395,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),104,4th St at 16th St,4600,2,1976,Male
6396,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4969,2,1985,Male
6397,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,5575,2,1994,Male
6398,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5396,2,1965,Male
6399,19 minutes,5,Powell St BART Station (Market St at 5th St),104,4th St at 16th St,5566,2,1990,Female
6400,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5411,2,1969,Male
6401,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,4586,2,1980,Male
6402,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,2698,2,1963,Female
6403,20 minutes,16,Steuart St at Market St,122,19th St at Mission St,5136,1,1987,Male
6404,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5369,2,1978,Female
6405,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),49,S Park St at 3rd St,5453,2,1983,Male
6406,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),1839,1,1960,Male
6407,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,2100,2,1987,Female
6408,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,5029,2,1994,Female
6409,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),3439,2,1990,Male
6410,9 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,2454,3,1985,Male
6411,17 minutes,5,Powell St BART Station (Market St at 5th St),70,Central Ave at Fell St,5200,2,1992,Female
6412,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5173,2,1979,Male
6413,4 minutes,16,Steuart St at Market St,25,Howard St at 2nd St,5032,1,1971,Male
6414,20 minutes,16,Steuart St at Market St,115,Jackson Playground,5350,3,1994,Female
6415,20 minutes,16,Steuart St at Market St,115,Jackson Playground,4658,3,1994,Male
6416,7 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,3390,2,1984,Male
6417,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2539,1,1978,Male
6418,12 minutes,81,Berry St at 4th St,19,Post St at Kearny St,192,1,1992,Male
6419,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),223,16th St Mission BART Station 2,5355,2,1976,Male
6420,2 minutes,81,Berry St at 4th St,81,Berry St at 4th St,2136,2,1972,Male
6421,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3664,2,1979,Female
6422,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1712,2,1990,Female
6423,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2017,1,1978,Male
6424,7 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,5130,2,1993,Male
6425,13 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,5460,2,1992,Female
6426,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4407,3,1989,Male
6427,11 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),4659,2,1993,Male
6428,6 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,1905,3,1983,Male
6429,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5240,2,1988,Male
6430,13 minutes,5,Powell St BART Station (Market St at 5th St),122,19th St at Mission St,2639,2,1987,Male
6431,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5204,2,1951,Male
6432,13 minutes,16,Steuart St at Market St,368,Myrtle St at Polk St,4771,2,1987,Male
6433,3 minutes,81,Berry St at 4th St,91,Berry St at King St,1018,2,1993,Male
6434,13 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4802,2,1992,Female
6435,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5458,3,1992,Male
6436,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),79,7th St at Brannan St,4337,3,1971,Female
6437,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5548,2,1988,Male
6438,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5041,1,1988,Female
6439,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4993,2,1994,Female
6440,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),36,Folsom St at 3rd St,5552,3,1988,Male
6441,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),336,Potrero Ave and Mariposa St,5405,1,1961,Male
6442,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5482,2,1989,Male
6443,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),2907,3,1975,Male
6444,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5487,1,1990,Female
6445,9 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5230,2,1967,Male
6446,5 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,5573,2,1963,Male
6447,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),75,Market St at Franklin St,793,3,1969,Male
6448,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),66,3rd St at Townsend St,5245,3,1985,Female
6449,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,5479,2,1990,Male
6450,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4936,2,1989,Male
6451,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4717,2,1990,Female
6452,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5114,1,1990,Other
6453,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5232,3,1978,Male
6454,16 minutes,22,Howard St at Beale St,115,Jackson Playground,5325,2,1979,Male
6455,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5504,3,1986,Female
6456,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4744,1,2000,Female
6457,5 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5428,1,2000,Male
6458,11 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),2287,1,1965,Female
6459,13 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5063,2,1996,Male
6460,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,4436,3,1968,Female
6461,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5474,2,1978,Male
6462,10 minutes,3,Powell St BART Station (Market St at 4th St),77,11th St at Natoma St,5148,2,1967,Female
6463,13 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5422,2,1990,Male
6464,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),112,Harrison St at 17th St,5314,2,1986,Male
6465,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5358,3,1982,Male
6466,11 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1594,2,1976,Male
6467,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,4557,1,1975,Male
6468,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4716,2,1985,Female
6469,11 minutes,16,Steuart St at Market St,91,Berry St at King St,4811,2,1983,Male
6470,19 minutes,3,Powell St BART Station (Market St at 4th St),125,20th St at Bryant St,5468,1,1985,Male
6471,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5306,2,1996,Female
6472,13 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5529,2,1984,Male
6473,3 minutes,81,Berry St at 4th St,64,5th St at Brannan St,5279,3,1985,Male
6474,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2061,1,1960,Male
6475,10 minutes,22,Howard St at Beale St,64,5th St at Brannan St,4381,3,1978,Male
6476,9 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,5034,3,1984,Male
6477,21 minutes,5,Powell St BART Station (Market St at 5th St),26,1st St at Folsom St,4800,3,1990,Male
6478,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5168,1,1993,Male
6479,2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,1535,2,1978,Female
6480,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,5082,2,1977,Male
